## Fri Feb 17 08:44:46 2023
## emapper-2.1.9
## /data/shared/home/emapper/miniconda3/envs/eggnog-mapper-2.1/bin/emapper.py --cpu 20 --mp_start_method forkserver --data_dir /dev/shm/ -o out --output_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fpvubl7r --temp_dir /emapper_web_jobs/emapper_jobs/user_data/MM_fpvubl7r --override -m diamond --dmnd_ignore_warnings -i /emapper_web_jobs/emapper_jobs/user_data/MM_fpvubl7r/queries.fasta --evalue 0.001 --score 60 --pident 40 --query_cover 20 --subject_cover 20 --itype CDS --translate --tax_scope auto --target_orthologs all --go_evidence non-electronic --pfam_realign none --report_orthologs --decorate_gff yes --excel
##
#query	seed_ortholog	evalue	score	eggNOG_OGs	max_annot_lvl	COG_category	Description	Preferred_name	GOs	EC	KEGG_ko	KEGG_Pathway	KEGG_Module	KEGG_Reaction	KEGG_rclass	BRITE	KEGG_TC	CAZy	BiGG_Reaction	PFAMs
bll0339	224911.27348587	1.82e-280	765.0	COG3185@1|root,COG3185@2|Bacteria,1MUVZ@1224|Proteobacteria,2TRCC@28211|Alphaproteobacteria,3JRTH@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	Hydroxyphenylpyruvate dioxygenase, HPPD, N-terminal	hppD	GO:0001897,GO:0001906,GO:0001907,GO:0003674,GO:0003824,GO:0003868,GO:0006082,GO:0006520,GO:0006570,GO:0006572,GO:0006725,GO:0006807,GO:0008150,GO:0008152,GO:0009056,GO:0009063,GO:0009072,GO:0009074,GO:0009987,GO:0016054,GO:0016491,GO:0016701,GO:0016702,GO:0019439,GO:0019752,GO:0019835,GO:0019836,GO:0031640,GO:0035821,GO:0043436,GO:0044003,GO:0044004,GO:0044179,GO:0044237,GO:0044238,GO:0044248,GO:0044281,GO:0044282,GO:0044364,GO:0044403,GO:0044419,GO:0044764,GO:0046395,GO:0051213,GO:0051701,GO:0051704,GO:0051715,GO:0051801,GO:0051817,GO:0051818,GO:0051883,GO:0052331,GO:0055114,GO:0071704,GO:1901360,GO:1901361,GO:1901564,GO:1901565,GO:1901575,GO:1901605,GO:1901606	1.13.11.27	ko:K00457	ko00130,ko00350,ko00360,ko01100,map00130,map00350,map00360,map01100	M00044	R01372,R02521	RC00505,RC00738	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	Glyoxalase,Glyoxalase_5
blr0340	224911.27348588	1.21e-110	318.0	COG1522@1|root,COG1522@2|Bacteria,1QW36@1224|Proteobacteria,2U0QX@28211|Alphaproteobacteria,3JU60@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	helix_turn_helix ASNC type	-	-	-	-	-	-	-	-	-	-	-	-	AsnC_trans_reg,HTH_24,HTH_AsnC-type
blr0341	224911.27348589	2.02e-76	227.0	COG3813@1|root,COG3813@2|Bacteria,1N712@1224|Proteobacteria,2UFME@28211|Alphaproteobacteria,3JZWV@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF1272)	MA20_39405	-	-	ko:K09984	-	-	-	-	ko00000	-	-	-	DUF1272
bll0342	224911.27348590	0.0	864.0	COG0179@1|root,COG0179@2|Bacteria,1MW82@1224|Proteobacteria,2TRKH@28211|Alphaproteobacteria,3JT4J@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	Q	Fumarylacetoacetase N-terminal	fahA	-	3.7.1.2	ko:K01555	ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120	M00044	R01364	RC00326,RC00446	ko00000,ko00001,ko00002,ko01000,ko04147	-	-	-	FAA_hydrolase,FAA_hydrolase_N
bll0343	224911.27348591	0.0	969.0	COG3508@1|root,COG3508@2|Bacteria,1MV9G@1224|Proteobacteria,2TRFI@28211|Alphaproteobacteria,3JS7Y@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	Q	Involved in the catabolism of homogentisate (2,5- dihydroxyphenylacetate or 2,5-OH-PhAc), a central intermediate in the degradation of phenylalanine and tyrosine. Catalyzes the oxidative ring cleavage of the aromatic ring of homogentisate to yield maleylacetoacetate	hmgA	-	1.13.11.5	ko:K00451	ko00350,ko00643,ko01100,ko01120,map00350,map00643,map01100,map01120	M00044	R02519	RC00737	ko00000,ko00001,ko00002,ko01000	-	-	-	HgmA
bll0344	224911.27348592	1.7e-235	647.0	COG0491@1|root,COG0491@2|Bacteria,1MX4H@1224|Proteobacteria,2TQUY@28211|Alphaproteobacteria,3JT70@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Metallo-beta-lactamase superfamily	MA20_39390	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
bsl0345	1126627.BAWE01000002_gene837	2.07e-39	131.0	2E3JP@1|root,32YI0@2|Bacteria,1N6ZI@1224|Proteobacteria,2UF5U@28211|Alphaproteobacteria,3K0CN@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Protein of unknown function (DUF2783)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2783
bll0346	224911.27348594	0.0	1097.0	COG0654@1|root,COG0654@2|Bacteria,1MUN4@1224|Proteobacteria,2TQT8@28211|Alphaproteobacteria,3JSFW@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	CH	FAD binding domain	MA20_39380	-	1.14.13.127	ko:K05712	ko00360,ko01120,ko01220,map00360,map01120,map01220	M00545	R06786,R06787	RC00236	ko00000,ko00001,ko00002,ko01000	-	-	-	FAD_binding_3
blr0347	224911.27348595	2.85e-98	286.0	COG1846@1|root,COG1846@2|Bacteria,1N1CJ@1224|Proteobacteria,2UCHN@28211|Alphaproteobacteria,3JUQW@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	helix_turn_helix multiple antibiotic resistance protein	MA20_39375	-	-	-	-	-	-	-	-	-	-	-	MarR,MarR_2
bsl0348	224911.27348596	5.95e-65	197.0	2ABP8@1|root,31155@2|Bacteria,1N11R@1224|Proteobacteria,2UED4@28211|Alphaproteobacteria,3K0NC@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
blr0349	224911.27348597	2.08e-100	290.0	2A78J@1|root,31AH2@2|Bacteria,1NWIG@1224|Proteobacteria,2US09@28211|Alphaproteobacteria,3K414@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll0351	224911.27348599	4.77e-216	595.0	COG0491@1|root,COG0491@2|Bacteria,1MUT2@1224|Proteobacteria,2TRG9@28211|Alphaproteobacteria,3JU78@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Metallo-beta-lactamase superfamily	MA20_39355	-	-	-	-	-	-	-	-	-	-	-	Lactamase_B
blr0352	224911.27348600	3.69e-203	568.0	COG4249@1|root,COG4249@2|Bacteria	2|Bacteria	S	B-1 B cell differentiation	-	-	-	-	-	-	-	-	-	-	-	-	FGE-sulfatase,Peptidase_C14,TPR_1,TPR_16,TPR_2,TPR_8
blr0353	224911.27348601	7.48e-29	110.0	COG0457@1|root,COG0457@2|Bacteria,1MVIW@1224|Proteobacteria,2TV3Y@28211|Alphaproteobacteria,3JRI6@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Caspase domain	-	-	-	-	-	-	-	-	-	-	-	-	Peptidase_C14,TPR_1,TPR_16,TPR_2,TPR_8
blr0354	224911.27348602	1.31e-164	462.0	COG2885@1|root,COG2885@2|Bacteria,1R6QU@1224|Proteobacteria,2TTMS@28211|Alphaproteobacteria,3JUPD@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	Belongs to the ompA family	MA20_39345	-	-	-	-	-	-	-	-	-	-	-	OmpA
blr0355	224911.27348603	3.21e-215	595.0	COG0845@1|root,COG0845@2|Bacteria,1N202@1224|Proteobacteria,2VF1E@28211|Alphaproteobacteria,3JTNW@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	Barrel-sandwich domain of CusB or HlyD membrane-fusion	MA20_39340	-	-	-	-	-	-	-	-	-	-	-	HlyD_D23
blr0356	224911.27348604	0.0	1954.0	COG0841@1|root,COG0841@2|Bacteria,1MU48@1224|Proteobacteria,2TQT0@28211|Alphaproteobacteria,3JRUW@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	V	Belongs to the resistance-nodulation-cell division (RND) (TC 2.A.6) family	MA20_39335	-	-	ko:K03296	-	-	-	-	ko00000	2.A.6.2	-	-	ACR_tran
bll0357	224911.27348605	1.68e-154	434.0	COG0664@1|root,COG0664@2|Bacteria,1MXID@1224|Proteobacteria,2TT42@28211|Alphaproteobacteria,3JTZ2@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	Bacterial regulatory proteins, crp family	MA20_39330	-	-	ko:K10914	ko02020,ko02024,ko02025,ko02026,ko05111,map02020,map02024,map02025,map02026,map05111	-	-	-	ko00000,ko00001,ko03000	-	-	-	HTH_Crp_2,cNMP_binding
blr0358	224911.27348606	0.0	1272.0	COG2982@1|root,COG2982@2|Bacteria,1NVUY@1224|Proteobacteria,2TRSN@28211|Alphaproteobacteria,3JV15@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	AsmA-like C-terminal region	-	-	-	ko:K07289	-	-	-	-	ko00000	-	-	-	AsmA,AsmA_2
blr0359	224911.27348607	0.0	1545.0	COG2114@1|root,COG3850@1|root,COG2114@2|Bacteria,COG3850@2|Bacteria,1QW6N@1224|Proteobacteria,2TWQ3@28211|Alphaproteobacteria,3JU8D@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	Adenylyl- / guanylyl cyclase, catalytic domain	-	-	4.6.1.1	ko:K01768	ko00230,ko02025,ko04113,ko04213,map00230,map02025,map04113,map04213	M00695	R00089,R00434	RC00295	ko00000,ko00001,ko00002,ko01000	-	-	-	GAF,GAF_2,Guanylate_cyc,HAMP,dCache_1
blr0360	224911.27348608	6.07e-223	612.0	28MHW@1|root,2ZAUQ@2|Bacteria,1QGA6@1224|Proteobacteria,2TV9D@28211|Alphaproteobacteria,3JX1C@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll0361	224911.27348609	2.03e-307	839.0	COG1570@1|root,COG1570@2|Bacteria,1PG96@1224|Proteobacteria,2TR95@28211|Alphaproteobacteria,3JUXN@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	LTXXQ motif family protein	-	-	-	-	-	-	-	-	-	-	-	-	LTXXQ
bll0362	224911.27348610	1.32e-191	538.0	COG1652@1|root,COG1652@2|Bacteria,1MWMR@1224|Proteobacteria,2U7UH@28211|Alphaproteobacteria,3JTC2@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	NU	Lysin motif	lysM	-	-	-	-	-	-	-	-	-	-	-	LysM
blr0364	224911.27348612	0.0	1718.0	COG5001@1|root,COG5001@2|Bacteria,1MU2C@1224|Proteobacteria,2TQS3@28211|Alphaproteobacteria,3JRAF@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	Putative diguanylate phosphodiesterase	-	-	-	-	-	-	-	-	-	-	-	-	EAL,GGDEF,PAS_4,PAS_7,dCache_1
blr0365	224911.27348613	3.2e-61	189.0	COG0828@1|root,COG0828@2|Bacteria,1MZA1@1224|Proteobacteria,2UBYP@28211|Alphaproteobacteria,3K0J2@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	J	Ribosomal protein S21	rpsU	GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0005840,GO:0032991,GO:0043226,GO:0043228,GO:0043229,GO:0043232,GO:0044391,GO:0044422,GO:0044424,GO:0044444,GO:0044446,GO:0044464,GO:1990904	-	ko:K02970	ko03010,map03010	M00178	-	-	br01610,ko00000,ko00001,ko00002,ko03011	-	-	-	Ribosomal_S21
blr0366	224911.27348614	3.7e-70	211.0	2ADRS@1|root,313H5@2|Bacteria,1N6RX@1224|Proteobacteria,2UGGT@28211|Alphaproteobacteria,3K0WX@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
blr0367	224911.27348615	0.0	1140.0	COG2303@1|root,COG2303@2|Bacteria,1N0NP@1224|Proteobacteria,2TQSK@28211|Alphaproteobacteria,3JVQR@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	GMC oxidoreductase	MA20_00585	-	1.1.3.47	ko:K16873	ko00365,ko01120,map00365,map01120	-	R10212,R10216,R10858	RC00075,RC03291	ko00000,ko00001,ko01000	-	-	-	GMC_oxred_C,GMC_oxred_N
blr0368	224911.27348616	2.63e-252	696.0	COG2706@1|root,COG2706@2|Bacteria,1MWGS@1224|Proteobacteria,2VETU@28211|Alphaproteobacteria,3JRRP@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	G	Lactonase, 7-bladed beta-propeller	-	-	3.1.1.31	ko:K07404	ko00030,ko01100,ko01110,ko01120,ko01130,ko01200,map00030,map01100,map01110,map01120,map01130,map01200	M00004,M00006,M00008	R02035	RC00537	ko00000,ko00001,ko00002,ko01000	-	-	-	Lactonase
blr0369	224911.27348617	1.19e-201	560.0	COG0845@1|root,COG0845@2|Bacteria,1N202@1224|Proteobacteria,2VF1D@28211|Alphaproteobacteria,3JRQ6@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family	MA20_39255	-	-	-	-	-	-	-	-	-	-	-	Biotin_lipoyl_2,HlyD_3,HlyD_D23
bll0370	224911.27348618	5.62e-191	531.0	COG4249@1|root,COG4249@2|Bacteria,1R3SZ@1224|Proteobacteria,2TVR0@28211|Alphaproteobacteria,3JT21@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Caspase domain	MA20_39250	-	-	-	-	-	-	-	-	-	-	-	Lectin_C,PG_binding_1,Peptidase_C14
blr0371	224911.27348619	0.0	1253.0	2EW85@1|root,33PM1@2|Bacteria,1MXDD@1224|Proteobacteria,2TU7X@28211|Alphaproteobacteria,3JWUG@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	MA20_39245	-	-	-	-	-	-	-	-	-	-	-	-
blr0372	224911.27348620	5.7e-179	497.0	COG1525@1|root,COG1525@2|Bacteria,1N145@1224|Proteobacteria,2UCUE@28211|Alphaproteobacteria,3JTEQ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	L	Staphylococcal nuclease homologue	MA20_39240	-	-	-	-	-	-	-	-	-	-	-	SNase
blr0373	224911.27348621	6.49e-288	786.0	COG0075@1|root,COG0075@2|Bacteria,1MWHJ@1224|Proteobacteria,2TQSN@28211|Alphaproteobacteria,3JRRY@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	Aminotransferase class-V	MA20_39235	-	2.6.1.44,2.6.1.45,2.6.1.51	ko:K00830	ko00250,ko00260,ko00630,ko00680,ko01100,ko01110,ko01120,ko01130,ko01200,ko04146,map00250,map00260,map00630,map00680,map01100,map01110,map01120,map01130,map01200,map04146	M00346,M00532	R00369,R00372,R00585,R00588	RC00006,RC00008,RC00018	ko00000,ko00001,ko00002,ko01000,ko01007	-	-	-	Aminotran_5
bll0374	224911.27348622	2.51e-260	714.0	COG3409@1|root,COG3409@2|Bacteria,1R462@1224|Proteobacteria,2U0KV@28211|Alphaproteobacteria,3JW8R@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	Peptidoglycan-binding domain 1 protein	-	-	-	-	-	-	-	-	-	-	-	-	-
bll0375	224911.27348623	0.0	954.0	COG1696@1|root,COG1696@2|Bacteria,1MUXN@1224|Proteobacteria,2TRD1@28211|Alphaproteobacteria,3JS5U@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	M	MBOAT, membrane-bound O-acyltransferase family	-	-	-	-	-	-	-	-	-	-	-	-	MBOAT
blr0376	224911.27348624	0.0	1435.0	COG1770@1|root,COG1770@2|Bacteria,1MUED@1224|Proteobacteria,2TTR0@28211|Alphaproteobacteria,3JRTX@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	E	Prolyl oligopeptidase, N-terminal beta-propeller domain	ptrB	GO:0003674,GO:0003824,GO:0004175,GO:0004252,GO:0005575,GO:0005622,GO:0005623,GO:0005737,GO:0006508,GO:0006807,GO:0008150,GO:0008152,GO:0008233,GO:0008236,GO:0016787,GO:0017171,GO:0019538,GO:0043170,GO:0044238,GO:0044424,GO:0044464,GO:0070011,GO:0070012,GO:0071704,GO:0140096,GO:1901564	3.4.21.83	ko:K01354	ko05142,ko05143,map05142,map05143	-	-	-	ko00000,ko00001,ko01000,ko01002	-	-	-	Peptidase_S9,Peptidase_S9_N
bll0377	224911.27348625	1.82e-170	476.0	COG0684@1|root,COG0684@2|Bacteria,1MUWV@1224|Proteobacteria,2TU1X@28211|Alphaproteobacteria,3JTSK@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	H	Aldolase/RraA	MA20_39210	-	-	-	-	-	-	-	-	-	-	-	RraA-like
bll0378	224911.27348626	0.0	1174.0	COG0129@1|root,COG0129@2|Bacteria,1MV4I@1224|Proteobacteria,2TQRW@28211|Alphaproteobacteria,3JR3Q@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	EG	Dehydratase family	MA20_39205	-	4.2.1.82,4.2.1.9	ko:K01687,ko:K22186	ko00040,ko00290,ko00770,ko01100,ko01110,ko01130,ko01210,ko01230,map00040,map00290,map00770,map01100,map01110,map01130,map01210,map01230	M00019,M00570	R01209,R02429,R04441,R05070	RC00468,RC00543,RC01714	ko00000,ko00001,ko00002,ko01000	-	-	-	ILVD_EDD
bll0379	224911.27348627	2.06e-200	555.0	COG0600@1|root,COG0600@2|Bacteria,1PC26@1224|Proteobacteria,2TV2Y@28211|Alphaproteobacteria,3JQNM@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	P	Function proposed based on presence of conserved amino acid motif, structural feature or limited homology	-	-	-	ko:K02050	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	BPD_transp_1
bll0380	224911.27348628	2.58e-177	494.0	COG1116@1|root,COG1116@2|Bacteria,1MUYG@1224|Proteobacteria,2TVQX@28211|Alphaproteobacteria,3JUEE@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	P	Function proposed based on presence of conserved amino acid motif, structural feature or limited homology	-	-	-	ko:K02049	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	ABC_tran
bll0381	224911.27348629	6.98e-241	662.0	COG0715@1|root,COG0715@2|Bacteria,1MWJF@1224|Proteobacteria,2TT19@28211|Alphaproteobacteria,3JUBG@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	P	NMT1-like family	-	-	-	ko:K02051	-	M00188	-	-	ko00000,ko00002,ko02000	3.A.1.16,3.A.1.17	-	-	NMT1_2
blr0382	224911.27348630	8.64e-163	456.0	COG1802@1|root,COG1802@2|Bacteria,1MWG2@1224|Proteobacteria,2TS8A@28211|Alphaproteobacteria,3JRXX@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	Function proposed based on presence of conserved amino acid motif, structural feature or limited homology	-	-	-	ko:K22293	-	-	-	-	ko00000,ko03000	-	-	-	FCD,GntR
bll0383	224911.27348631	0.0	1241.0	COG0840@1|root,COG0840@2|Bacteria,1MU9B@1224|Proteobacteria,2TQR7@28211|Alphaproteobacteria,3JSI9@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	NT	chemotaxis	-	-	-	ko:K03406	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	4HB_MCP_1,HAMP,MCPsignal
blr0384	224911.27348632	2.93e-93	272.0	COG0745@1|root,COG0745@2|Bacteria,1N9SP@1224|Proteobacteria,2UFA5@28211|Alphaproteobacteria,3JYVI@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	cheY-homologous receiver domain	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg
blr0385	224911.27348633	0.0	2293.0	COG0784@1|root,COG4191@1|root,COG5000@1|root,COG0784@2|Bacteria,COG4191@2|Bacteria,COG5000@2|Bacteria,1RCM9@1224|Proteobacteria,2TQQ9@28211|Alphaproteobacteria,3JTQS@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	His Kinase A (phosphoacceptor) domain	-	-	-	-	-	-	-	-	-	-	-	-	HAMP,HATPase_c,HisKA,PAS,PAS_3,PAS_4,PAS_9,Response_reg,dCache_1
bll0386	224911.27348634	3.05e-146	412.0	COG4566@1|root,COG4566@2|Bacteria,1PP24@1224|Proteobacteria,2TQN8@28211|Alphaproteobacteria,3JU3A@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	helix_turn_helix, Lux Regulon	MA20_39170	-	-	-	-	-	-	-	-	-	-	-	GerE,Response_reg
bll0388	224911.27348636	3.46e-110	317.0	COG2204@1|root,COG2204@2|Bacteria,1RCNW@1224|Proteobacteria,2U2SZ@28211|Alphaproteobacteria,3JUHM@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	cheY-homologous receiver domain	MA20_39160	-	-	ko:K03413	ko02020,ko02030,map02020,map02030	M00506	-	-	ko00000,ko00001,ko00002,ko02022,ko02035	-	-	-	Response_reg
bll0389	1038862.KB893853_gene6654	5.99e-70	211.0	2CBFG@1|root,30Y8R@2|Bacteria,1RI51@1224|Proteobacteria,2U7UD@28211|Alphaproteobacteria,3JZDX@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	MA20_39155	-	-	-	-	-	-	-	-	-	-	-	PilZ
bll0390	224911.27348638	1.53e-209	579.0	COG1352@1|root,COG1352@2|Bacteria,1MU6W@1224|Proteobacteria,2TRQ3@28211|Alphaproteobacteria,3JTPM@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	NT	Methylation of the membrane-bound methyl-accepting chemotaxis proteins (MCP) to form gamma-glutamyl methyl ester residues in MCP	cheR1	-	2.1.1.80	ko:K00575	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko01000,ko02035	-	-	-	CheR,CheR_N
bll0391	1038862.KB893853_gene6656	5.13e-84	248.0	COG2199@1|root,COG3706@2|Bacteria,1RH2K@1224|Proteobacteria,2U9EP@28211|Alphaproteobacteria,3JY4H@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	cheY-homologous receiver domain	cheY	-	-	ko:K03413	ko02020,ko02030,map02020,map02030	M00506	-	-	ko00000,ko00001,ko00002,ko02022,ko02035	-	-	-	Response_reg
bll0392	224911.27348640	3.54e-105	304.0	COG0835@1|root,COG0835@2|Bacteria,1RAH1@1224|Proteobacteria,2U59Y@28211|Alphaproteobacteria,3JYAB@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	NT	Two component signalling adaptor domain	cheW	-	-	ko:K03408	ko02020,ko02030,map02020,map02030	-	-	-	ko00000,ko00001,ko02035	-	-	-	CheW
bll0393	224911.27348641	0.0	1692.0	COG0643@1|root,COG0745@1|root,COG2198@1|root,COG0643@2|Bacteria,COG0745@2|Bacteria,COG2198@2|Bacteria,1MUAG@1224|Proteobacteria,2TSN2@28211|Alphaproteobacteria,3JTYN@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	Function of homologous gene experimentally demonstrated in an other organism	cheA	-	2.7.13.3	ko:K03407	ko02020,ko02030,map02020,map02030	M00506	-	-	ko00000,ko00001,ko00002,ko01000,ko01001,ko02022,ko02035	-	-	-	CheW,H-kinase_dim,HATPase_c,Hpt,Response_reg
bll0394	224911.27348642	3.97e-112	322.0	COG0745@1|root,COG0745@2|Bacteria,1N9SP@1224|Proteobacteria,2U6CP@28211|Alphaproteobacteria,3JY7U@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	KT	cheY-homologous receiver domain	-	-	-	-	-	-	-	-	-	-	-	-	Response_reg
blr0395	224911.27348643	1.95e-159	447.0	COG0664@1|root,COG0664@2|Bacteria,1NEQM@1224|Proteobacteria,2U3W1@28211|Alphaproteobacteria,3JWGV@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	Cyclic nucleotide-monophosphate binding domain	-	-	-	-	-	-	-	-	-	-	-	-	HTH_Crp_2,cNMP_binding
blr0396	224911.27348644	8.69e-184	511.0	COG0664@1|root,COG0664@2|Bacteria,1NEQM@1224|Proteobacteria,2U1CS@28211|Alphaproteobacteria,3JRBJ@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	Transcriptional regulator, Crp Fnr family	MA20_44180	-	-	-	-	-	-	-	-	-	-	-	HTH_Crp_2,cNMP_binding
blr0397	224911.27348645	4.77e-82	243.0	COG2198@1|root,COG2198@2|Bacteria,1REAZ@1224|Proteobacteria,2U84W@28211|Alphaproteobacteria,3JZ59@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	Histidine Phosphotransfer domain	-	-	-	-	-	-	-	-	-	-	-	-	Hpt
bsr0398	224911.27348646	4.67e-52	164.0	2ABNU@1|root,3114P@2|Bacteria,1N10M@1224|Proteobacteria,2UC2Q@28211|Alphaproteobacteria,3K058@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
bll0399	224911.27348647	2.7e-138	392.0	COG2197@1|root,COG2197@2|Bacteria,1PKM2@1224|Proteobacteria,2U0D3@28211|Alphaproteobacteria,3JWV1@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	helix_turn_helix, Lux Regulon	-	-	-	-	-	-	-	-	-	-	-	-	GerE
blr0400	224911.27348648	1.43e-271	744.0	28K9G@1|root,30Y14@2|Bacteria,1QABM@1224|Proteobacteria,2U34S@28211|Alphaproteobacteria,3JRCI@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
blr0401	224911.27348649	2.84e-120	343.0	2CI53@1|root,2ZTP9@2|Bacteria,1R3BG@1224|Proteobacteria,2U75J@28211|Alphaproteobacteria,3JYTP@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-
blr0402	224911.27348650	1.62e-296	808.0	COG0745@1|root,COG2200@1|root,COG0745@2|Bacteria,COG2200@2|Bacteria,1MVK8@1224|Proteobacteria,2TRIW@28211|Alphaproteobacteria,3JSTD@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	T	Putative diguanylate phosphodiesterase	MA20_44155	-	-	-	-	-	-	-	-	-	-	-	EAL
bll0403	224911.27348651	1.09e-190	531.0	COG0697@1|root,COG0697@2|Bacteria,1MVHN@1224|Proteobacteria,2TRCU@28211|Alphaproteobacteria,3JVKC@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	EG	EamA-like transporter family	ydeK	-	-	-	-	-	-	-	-	-	-	-	EamA
blr0404	224911.27348652	0.0	964.0	COG1167@1|root,COG1167@2|Bacteria,1MV6F@1224|Proteobacteria,2TQP9@28211|Alphaproteobacteria,3JTK0@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	K	Alanine-glyoxylate amino-transferase	norG	-	-	-	-	-	-	-	-	-	-	-	Aminotran_1_2,GntR
bll0405	224911.27348653	2e-137	389.0	COG4929@1|root,COG4929@2|Bacteria,1NURJ@1224|Proteobacteria,2TV9N@28211|Alphaproteobacteria,3JWT3@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	GDYXXLXY protein	-	-	-	-	-	-	-	-	-	-	-	-	GDYXXLXY
bll0406	224911.27348654	2.46e-288	789.0	COG4872@1|root,COG4872@2|Bacteria,1N2XF@1224|Proteobacteria,2UDAH@28211|Alphaproteobacteria,3JUTN@41294|Bradyrhizobiaceae	28211|Alphaproteobacteria	S	Predicted membrane protein (DUF2157)	-	-	-	-	-	-	-	-	-	-	-	-	DUF2157
